종목코드,회사명,업종,기업개요,시가총액,마켓타입
139050,BF랩스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","동사는 2004년 설립되었으며, 메가스터디의 계열회사로 대학생 및 일반성인을 대상으로 교육 콘텐츠를 제공하는 종합 교육기업임. 동사의 사업부문은 법학전문대학원(LEET), 의ㆍ치의학교육 입문검사(MㆍDEET) 등의 전문직 수험부문과 공인중개사 등의 자격증 취득부문으로 구분됨. 2024년 2분기 기준 전문직 수험부문 매출 비중이 약 72.4%, 자격증 취득부문은 26.6%를 차지함.",242,KOSDAQ
037370,EG,기초 화학물질 제조업,"전기차와 가전제품 모터의 자석부품 원료로 사용되는 고순도 산화철을 생산함. 에너지환경분야의 플랜트와 소재사업 등도 영위하고 있음. 산회수 설비의 설계 및 시공, 운전능력을 모두 겸비하고 있는 세계 유일의 산화철 전문업체로서 고급산화철 세계시장 점유율 1위를 꾸준히 유지하고 있음. 중국의 TDG, 일본의 TDK 등 우량 고객사를 확보하고 있고, 우수한 품질의 제품을 안정적으로 공급함으로써, 업계 선두의 점유율을 유지하고 있음.",574,KOSDAQ
440290,HB인베스트먼트,기타 금융업,"동사는 1999년 설립되었으며, 중소벤처기업에 대한 투자금융을 제공하는 벤처캐피탈 사업을 영위하고 있음. 현재 벤처투자조합 17개를 운용하고 있으며, 총 출자약정액은 5882억원으로, 안정적이고 지속적인 투자재원 확보를 이어가고 있음. 벤처캐피탈 업체는 경제 및 산업환경과 주식시장에 민감하고 투자기업의 경영성과가 유동적이므로 매년 영업수익 및 순이익이 급변할 가능성이 상존함.",446,KOSDAQ
024850,HLB이노베이션,전자부품 제조업,"1994년 12월에 협회중개시장에 등록하였으나 주식분산기준미달로 1998년 8월 등록 취소되고, 2001년 1월 코스닥시장에 재등록함. 동사가 생산하고 있는 리드프레임은 반도체의 전기도선 역할과 반도체를 지지해 주는 버팀대 역할을 하는 반도체 구조재료임. 기존의 피에스엠씨의 사명에서 HLB이노베이션으로 사명을 바꾸고 기존 반도체 위주의 사업에서 바이오로 주력 사업을 변경.",2868,KOSDAQ
046440,KG모빌리언스,소프트웨어 개발 및 공급업,"전자지불결제대행업을 영위하고 있으며, 신용카드사와 가맹점사이 및 통신사와 가맹점사이 대표가맹점으로 약 27,500개 가맹점을 연결하여 결제서비스를 제공하고 있음. 온라인/오프라인 상에서 디지털 컨텐츠 및 실물을 구매할 경우에 유/무선(휴대폰) 전화를 이용하여 결제를 할 수 있도록 결제 솔루션을 제공하는 전자지불결제(PG) 업체임. 타 제조업과 상이한 특성은 365일 24시간 서비스를 제공하고 있다는 점임.",1640,KOSDAQ
226360,KH 건설,토목 건설업,"동사는 2004년 4월 30일 설립되었으며, 토목, 건축 파일공사 및 관련 기술 자문과 서비스업, 토공사업, 보링그라우팅공사업 등을 영위하고 있음. 동사가 국내 최초로 개발한 PF공법이 다수의 현장 적용을 통한 기술검증을 마치고 원지반 치환공법의 저변이 확대 될 것으로 예상됨. 2023년 4월 6일 감사범위제한으로 인한 의견거절로 상장폐지 사유가 발생해 매매가 정지됨.",607,KOSDAQ
060250,NHN KCP,금융 지원 서비스업,"동사는 1994년 12월 설립되어 이후 2006년 1월 한국사이버페이먼트를 흡수합병함. 2006년 7월 POS사업부문의 물적분할을 했으며, 2016년 ""엔에이치엔한국사이버결제 주식회사""로 상호를 변경 후 2023년 ""엔에이치엔케이씨피 주식회사""로 상호를 재변경함. 종합결제기업으로 온라인결제, 오프라인결제, O2O 사업부문의 총 3개 사업부 체제로 운영되고 있으며, 단순 결제서비스 제공사를 넘어 빅테크 기업으로의 도약을 준비 중.",2859,KOSDAQ
950110,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업,"동사는 SBI그룹의 계열사로서 종합 핀테크 솔루션 기업으로 결제서비스 사업, 백오피스 SaaS 사업, 국제송금 사업의 세 가지 사업을 영위하고 있음. 결제 서비스 사업은 EC를 대상으로 한 결제 대행 서비스와 팩토링을 중심으로 하는 파이낸셜 솔루션 서비스를 제공하고 있음. 백오피스 SaaS 사업은 청구서 관리, 경비 정산, 워크 플로우, 근태 관리 등 백오피스 지원을 위한 다양한 클라우드 시스템을 제공.",1189,KOSDAQ
049470,SGA,소프트웨어 개발 및 공급업,"산업용컴퓨터 사업을 주 목적으로 1997년 11월 21일 설립되었고, 2001년 10월 11일 코스닥시장에 상장되어 매매가 개시 되었음. 2008년 12월 6일 스캐니글로벌과의 합병을 통해 통합보안분야로 사업영역을 확장했고, 이후 M&A와 계열분리 등을 통해 현재의 사업구조를 갖추게 되었음. 공공기관, 금융사, 기업 등의 서버, 스토리지를 설계하고 구축, 유지보수하는 것을 주요 사업으로 영위함.",184,KOSDAQ
455910,SK증권제9호스팩,금융 지원 서비스업,정보 없음,103,KOSDAQ
289080,SV인베스트먼트,기타 금융업,"중소기업창업투자회사로서 조합 결성을 통한 창업자 및 중소벤처기업 투자를 주력 사업으로 영위하고 있음. 미국과 싱가포르 등에 7개의 투자관리 종속회사를 둠. 2006년 4월 설립된 이래 VC투자조합 및 경영참여형 사모집합투자기구 등으로 약 1조8046억원(해외 2800억원, 국내 1조5246억원)의 재원을 누적 결성함. 바이오/헬스케어, ICT/문화콘텐츠, Gross capital 등 다양한 분야에서 벤처캐피탈로서 경쟁력을 인정받음",750,KOSDAQ
198440,강동씨앤엘,"시멘트, 석회, 플라스터 및 그 제품 제조업","2014년 4월 28일 설립된 동사는시멘트 제조 및 판매업을 주요사업으로 영위하고 있음. 충남 이남 지역의 유일한 포틀랜드제조사로서 주영업권역은 전라권으로, 근거리 판매정책 실행으로 물류비를 최소화하고 있음. 동사의 주요 제품인 시멘트 생산에 필요한 원,부재료인 유연탄, 수재슬래그, 석고 등을 ㈜태화홀딩스, ㈜쌍용씨앤이, ㈜대한시멘트 등의 업체에서 매입하고 있음.",871,KOSDAQ
024910,경창산업,자동차 신품 부품 제조업,"동사는 1961년 10월 1일에 경창공업사로 설립되어, 1994년 12월 29일에 유가증권시장에 상장되었음. 주요 품목은 자동차부품 중 자동변속기부품(HUB, DRUM 등), 레버, 페달, 케이블, DCT 기어액추에이터이며, 2020년 9월부터 전기차용 구동모터를 제조하고 있음. 주요 고객은 현대자동차, 기아, 현대트랜시스, 폭스바겐, 보그워너, 스텔란티스 등이 있음.",731,KOSDAQ
014570,고려제약,의약품 제조업,"동사는 의약품제조사업을 영위하고 있으며 주요제품으로는 종합감기약인 하벤 캅셀, 소화기계 용제인 란시드캅셀, 판도나정 등이 있음. 제품은 종합감기약, 조혈영양제, 중추신경계용제, 소화기계용제, 피부과용제, 비타민/영양제, 항생항균제. 해열진통소염제 등으로 구성됨. 신약, 제네릭, 건강기능식품 등의 다양한 연구진행을 통해 제품을 개발하고 특허권 출원 및 다양한 기술인증을 통해 개발 기술을 인증 받음.",505,KOSDAQ
900280,골든센츄리,기타 금융업,"중국 내 실질 영업회사는 강소금세기(주제품: 트랙터용 휠, 트랙터 완성차)와 금세기차륜(주제품: 트랙터용 휠)이며 트랙터 휠의 생산 및 판매를 주 사업으로 영위하고 있음. 휠 제품은 중국의 주요 트랙터 생산업체인 제일트랙터, 상주동풍, 강소워드, 서주카이얼 등 업체에 납품하고 있음. ""강위""라는 브랜드를 통해 시장 내에서 높은 인지도를 보유하고 있으며 2020년 8월부터 트랙터 완성차 디마치(Dimachi)를 생산, 판매 중.",199,KOSDAQ
014200,광림,자동차용 엔진 및 자동차 제조업,"동사는 유압크레인, 전기공사용 특장차, 운송용 차량, 환경차 등 중량물 운반용 건설장비 및 특수장비를 제조 판매하는 회사. 재활용 장비 및 고층작업과 중량물 작업을 수행하는 관절식, 직진식 크레인, 배전공사를 위한 전기공사분야 특장차를 생산 판매. 또한 노면청소 및 하수구 청소등 환경분야 특장차 및 건설기계분야와 소방차 그리고 각종 군용 수송장비등을 생산 판매하고 있음.",913,KOSDAQ
440790,교보13호스팩,금융 지원 서비스업,정보 없음,87,KOSDAQ
043650,국순당,알코올음료 제조업,"주류 제조 및 판매업을 영위할 목적으로 1983년 배한산업으로 설립되었으며, 1992년 ㈜국순당으로 상호를 변경함. 전통주의 대중화와 복원을 회사의 이념으로 하여 전통누룩 및 조효소제 기술을 바탕으로 술을 제조하여 전국에 분포되어 있는 도매점 및 할인점/슈퍼마켓/백화점 등의 판매망을 보유함. '백세주마을'이라는 직영 음식점을 통하여 우리 전통술 및 다양한 안주를 소비자에게 판매하고 있으며, 전국에 2개의 직영매장을 운영함.",821,KOSDAQ
060480,국일신동,1차 비철금속 제조업,"동사는 1993년 설립된 동합금계열 비철전문 제조업체로서 주 생산품은 황동봉이며 그외 철동합금코일 등을 생산하고 있음. 현재 동사에서 생산되고 있는 제품은 황동봉,동SLAB,철동합금코일 및 석도금제품, 동볼을 생산하여 수요업체에 공급을 하고 있음. 주요제품은 황동봉이며, 국내매출의 경우 실수요자와 대리점에 판매하고 있으며, 당사 판매정책은 실수요자에 직접 판매하는 것을 원칙으로 하고 있음.",191,KOSDAQ
019660,글로본,상품 종합 도매업,"동사는 주요사업으로 기초화장품, 마스크팩, 화장품 용기(튜브) 등을 제조·판매하는 화장품사업을 영위함. 중국시장에 한류의 핵심을 담은 K-뷰티 제품인 'RUE  KWAVE'(류 케이웨이브)를 런칭하였으며, 한류를 선호하는 중국, 동남아시아, 중동지역의 여성 고객을 타게팅하고 있음. 신재생에너지사업을 추진하기 위해 2021년 그린사이언스를 인수하였으나, 인수 후 매출이 급락하여 2022년 2월 주식매도청구권을 행사하여 매각하였음.",134,KOSDAQ
420770,기가비스,특수 목적용 기계 제조업,"동사는 2004년 설립되었으며 반도체 기판 자동광학검사기(AOI)및 자동광학수리기(AOR) 제작, 판매 사업을 영위함. 반도체 기판의 결함 검출을 통한 품질 관리, 불량의 수리를 통한 수율 향상, 결함 데이터의 집계 및 관리를 통한 생산 공정 관리의 토탈솔루션을 제공함. 통합적인 품질과 수율, 공정 관리를 위해 단독 설비, 단독 설비를 연결한 완전 자동화 설비, 이들 설비의 효율적인 운용을 위한 소프트웨어를 제작하여 판매함.",3562,KOSDAQ
187790,나노,기초 화학물질 제조업,"동사는 1999년 4월 12일에 설립되어 촉매제품 제조 판매를 주요 활동으로 영위하고 있음. 환경산업의 분야 중에서 대기 중의 오염물질인 질소산화물(NOx, Nitrogen Oxides)을 촉매를 이용해 제거하는 '질소 산화물 제거(De-NOx)' 산업에 속해 있음. 2024년 4월 11일 2022 사업연도 감사인의 감사의견이 감사범위제한으로 인한 한정으로 변경되어 거래 정지 종목으로 지정됨.",316,KOSDAQ
286750,나노브릭,기초 화학물질 제조업,"동사는 독자적으로 구축한 나노신소재 공통생산 기반인 '액티브 나노플랫폼(Active Nano-Platform)’을 토대로, 다양한 ""기능성 신소재"" 및 이를 적용한 ""응용제품""의 개발·제조·판매 사업을 추진. 자기장 또는 전기장에 의해 색상 또는 투과도가 가변되는 독자적 첨단나노신소재 개발 및 양산. 디스플레이 소재 사업, 바이오/화장품 소재 사업, 위조방지/첨단보안 사업을 영위 중.",268,KOSDAQ
417010,나노팀,일반 목적용 기계 제조업,"동사는 열관리 소재의 개발, 제조 및 판매를 주요 사업으로 영위하고 있음. 동사의 열관리 소재 제품은 주로 배터리팩, ICCU, OBC 등 전기차의 핵심부품에 사용되고 있으며, 그 외에 전기차의 전자, 전장부품 및 PTC히터, 각종 IT 전자기기에 사용되고 있음. 동사의 제품은 발열이 발생하는 발열 부품과 방열판(Heat sink) 사이의 빈 공간을 메움으로 열을 효과적이고 효율적이게 방열판으로 전달하는 역할을 수행함.",1440,KOSDAQ
130580,나이스디앤비,기타 사업지원 서비스업,"한국신용정보(주)(現 (주)NICE홀딩스)와 미국의 Dun&Bradstreet International, 일본의 Tokyo Shoko Research의 제휴로 2002년 10월 12일 설립되었음. 2005년 7월 신용정보의 이용 및 보호에 관한 법률에 의거, 금융감독위원회의 허가를 득하여 기업신용정보사업을 영위하고 있음. 국내 및 국외 기업에 대한 신용조사 및 신용조회 서비스를 제공하고, 그 수수료를 취하고 있음.",785,KOSDAQ
267320,나인테크,특수 목적용 기계 제조업,"동사는 2007년 6월 18일 설립되었으며 교보7호기업인수목적과 2020년 4월 9일(합병등기일) 합병을 완료한 후 사명을 나인테크로 변경함. 이차전지 설비와 반도체 장비, LED 설비를 제공하고 있으며, 주요제품 매출구성은 전체 매출의 약 52%가 이차전지가 약 31%를 디스플레이가 차지하고 있음. 반도체 장비 부품 국산화, 에너지저감 시스템 등의 신규 사업을 다각적으로 모색하고 있음.",889,KOSDAQ
094860,네오리진,소프트웨어 개발 및 공급업,"동사는 (주)코닉글로리 라는 사명으로 유무선 정보보안사업을 영위하으며 이후 사명을 (주)네오리진으로 변경하고 게임사업을 신규사업으로 운영하였음. 2023년 5월 보안사업부문이 코닉글로리로 분할 및 매각되었음. 모바일 글로벌 게임시장을 목표로 방치형RPG, 전략, 롤플레잉 등 다양한 장르의 게임을 서비스하고 있으며, 퍼블리싱을 통해서 경쟁력 있는 다양한 라인업을 확보하기 위해 노력.",270,KOSDAQ
290660,네오펙트,의료용 기기 제조업,"동사는 2010년 6월 3일에 설립되어 AI 및 IoT기반 뇌졸중 및 척수손상환자용 재활의료기기 및 재활컨텐츠 등을 연구개발, 생산, 제작, 판매하고 있음. 주요사업은 AI 및 IoT기술을 기반으로 신경계 및 근골격계 질환 환자들의 재활훈련을 위한 재활의료기기 및 재활컨텐츠 연구개발, 제작 및 생산, 판매함. 유통경로는 국내 병원용, 클리닉용 (B2B) 제품의 경우 주로 병의원, 보건소, 복지관, 대학 등의 기관이 주요 판매처임.",417,KOSDAQ
007390,네이처셀,기초 의약물질 제조업,"동사는 2019년 5월부터 주요 업종을 기초 의약물질 및 생물학적제제 제조업으로 변경하였으며, 줄기세포사업부문과 기타 식품사업(음료)부문을 영위하고 있음. 줄기세포 사업부문은 줄기세포치료제의 해외 임상시험을 통해 세포치료제의 글로벌 상용화를 도모하고 있으며, 줄기세포 배양배지 사업, 줄기세포배양액 화장품 사업 등을 영위하고 있음. 식품 사업부문은 음료 제조 및 판매업을 영위하고 있으며, 주요 고객은 해태HTB, 롯데칠성음료 등임.",16540,KOSDAQ
137940,넥스트아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","동사는 머신비전 기술을 활용하여, 각종 첨단 제품 또는 관련 부품의 외관검사를 하는 장비를 제조, 판매하는 것을 주요 사업으로 영위함. 주요 제품인 편광필름검사장비, BLU검사장비, 유리모서리 깨짐 검사장비(GECD) 등은 LCD제품 또는 부품의 제조공정에서 활용되고 있음. 중국 시장 내의 자체 피부미용 프랜차이즈 가맹 사업을 진행하고 있어 꾸준한 수요 강점이 있으며 자체 브랜드 제품 생산, 유통으로 중국시장 내 점유율을 높여감.",279,KOSDAQ
225570,넥슨게임즈,소프트웨어 개발 및 공급업,"동사는 2013년 5월 6일에 설립된 온라인, 모바일게임 소프트웨어 개발업을 주요 사업으로 영위함. 주된 사업은 게임 소프트웨어 개발 및 서비스이며, 개발한 게임콘텐츠를 국내 및 해외에 공급하고 있음. 주요게임으로는 모바일게임 'V4'와 'Blue Archive', 온라인게임 '서든어택(FPS)'등이  전체 매출액의 99%를 차지하고 있으며 신규 게임 개발도 진행 중임.",9016,KOSDAQ
104620,노랑풍선,여행사 및 기타 여행보조 서비스업,"동사는 2001년 종합여행업(여행알선)과 항공권 및 선표 발권 판매업 등을 주요 사업으로 영위할 목적으로 설립됨. 종합여행업과 항공권 및 선표 발권 판매업 등을 목적 사업으로 하고 있으며, 내국인 및 외국인들을 대상으로 국내외 기획여행상품과 항공권 판매 등의 서비스를 제공하고 있음. 여행상품의 기획 및 판매를 위한 항공권은 전 세계 항공업체와 판매 대행 또는 공급계약을 통해 조달하고 있음.",728,KOSDAQ
142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,"동사는 체외진단용의약품 및 의료기기 제조판매업, 의약품 및 의약부외품 제조판매업 등을 사업목적으로 하여 2003년에 설립됨. 동사가 영위하고 있는 사업은 크게 진단시약, 혈액투석액, 당뇨 3개 사업부문으로 구성되어 있음. 다양한 분야의 상품을 같이 취급함으로써 보건소, 검진센터, 내과의원, 피부과, 성형외과의원, 병원, 종합병원, 대학병원 등 다양한 매출처에 납품하고 이에 따른 넓은 국내 영업네트워크를 보유함.",816,KOSDAQ
332290,누보,"비료, 농약 및 살균, 살충제 제조업","동사는 2007년 5월 23일 설립되어 비료, 유기농업자재 연구개발 및 판매, 골프장 사업을 주력 사업으로 영위하고 있음. 2022년 3월 4일 스팩 합병을 통해 코스닥시장에 신규 상장하였음. 농업용 비료 사업외에 사업다각화를 위해 2008년 골프장 조경사업에 진출하였고, 골프장에 적합한 전용 비료 및 농약을 개발하여 국내 약 350여개의 골프장에 공급하고 있음.",333,KOSDAQ
270870,뉴트리,기타 식품 제조업,"동사는 천연물 유래 이너뷰티 건강기능식품 소재 및 완제품을 개발하고 유통하는 이너뷰티 전문기업임. 이너뷰티 시장을 피부건강(뷰티)식품과 다이어트 식품을 포함한 시장으로 자체 규정하고 이 시장을 타겟으로 사업을 영위하고 있음. 피부건강(뷰티), 다이어트, 건강지향적인 슈퍼푸드 식품군, 기능성 식품의 4가지 제품군으로 홈쇼핑, 온/오프라인, TM(텔레마케팅), 네트워크마케팅판매 등의 B2C 및 오프라인의 B2B 경로를 통해 판매함.",561,KOSDAQ
085670,뉴프렉스,전자부품 제조업,"동사는 연성인쇄회로 기판(FPCB) 제조 판매사업을 기반으로, 메탈 회로 기판(MPCB-LED 용) 사업을 영위. IT모바일 분야의 리더로서 원스톱 서비스 생산 방식을 적용하여 차세대 소재를 이용한 특수 PCB 분야에서 모바일, LED, IT분야의 부품을 혁신적인 기술을 통해 차별화된 고부가가치 제품 생산. 친환경 그린테크놀러지 비지니스로 각광받고 있는 LED PCB 사업부문을 확충하고 고밀도 인터커넥터 사업부문 자회사 설립.",1125,KOSDAQ
389260,대명에너지,건물 건설업,"2000년 8월 4일 설립. 2014년 1월 21일 물적분할 후 신설법인의 사명을 코아케이블로 하고, 존속법인의 사명을 코아케이블에서 대명에너지로 변경함. 2024년 06월 30일 기준 계열회사의 수는 비상장사 26개임. 신ㆍ재생에너지 사업의 주 발전원인 태양광과 풍력을 기반으로 사업개발부터 설계, 조달, 시공 및 운영관리까지 전 단계를 직접 수행하고 있으며 주요 사업은 신ㆍ재생에너지 발전단지 투자 및 건설사업임.",1766,KOSDAQ
045390,대아티아이,기타 전기장비 제조업,"철도신호제어 시스템 개발 및 공급을 목적으로 1995년 9월 12일에 설립하였음. 경부고속철도 KTX 1단계(서울-동대구)구간과 2단계(동대구-부산)구간, 호남고속철도, 수도권고속철도를 모두 수용하는 고속철도 관제시스템을 구축했음. 동사의 주 사업인 철도신호제어부문은 철도의 차량간 운행거리, 운행속도, 운행시간 등 철도의 움직임을 제어하는 분야로서 승객의 안전 및 수송능력 제고를 위한 고도의 핵심기술분야임.",1959,KOSDAQ
023910,대한약품,의약품 제조업,"동사는 병,의원에서 필요로 하는 기초의약품인 수액제와 앰플제, 환자들의 비경구 영양보충을 위한 영양수액제 등을 주로 생산 판매하고 있음. 일반소비자들이 손쉽게 접근할 수 있는 OTC부문에서도 렌즈세척액, 다용도 세척을 위한 염화나트륨액등을 통해 약국시장에서도 그 영역을 확대하고 있음. 8,000평 규모의 KGMP 공장을 보유하고 있으며 수액BAG제품 생산 자동화 중. 안정적 재고 확보와 원가 절감을 위한 자동화 창고 운영 중임.",1554,KOSDAQ
077360,덕산하이메탈,반도체 제조업,"전자부품회사로 1999년 설립되었으며, 2014년 인적분할을 통해 지주회사로 전환함(2018년 11월 적용제외). 반도체 패키징 재료인 솔더볼의 제조를 주요사업으로 영위함. 2019년 설립한 미얀마 현지법인 DS MYANMAR는 주석 제련업체이며, 2021년 인수한 덕산넵코어스는 항법기술을 보유한 방산기업임. 2023년 12월 자회사인 시리우스홀딩스가 고압가스용기 제조업체인 덕산에테르씨티룰 인수함.",1804,KOSDAQ
206560,덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업","2011년 12월 설립되었으며 영화, CF, MV 등 모든 영상 전반의 시각특수효과(VFX)의 제공을 주요 사업으로 영위하고 있음. 종속회사들을 통하여 영화, 드라마의 음향 제작 및 음향 설계 컨설팅을 제공하고 영화와 드라마의 콘텐츠 기획, 제작을 진행 중이며 광고 기획, 제작 및 대행 사업도 영위. 대표적인 제작영화는 신과함께-죄와벌, 신과함께-인과 연, 백두산, 모가디슈 등이 있음.",2023,KOSDAQ
067990,도이치모터스,자동차 판매업,"동사는 2000년 8월 17일에 설립되었으며, 2009년 1월 30일자로 변경 상장되어 코스닥시장에서 매매 개시되었음. 동사는 BMW, MINI 신차판매, AS정비사업, 그리고 인증중고차(BPS) 판매 사업을 영위하고 있음. 신차 판매를 넘어 서비스센터ㆍ인증중고차 사업으로 사업영역을 확대하고 있음. 신차ㆍ중고차 구매에서부터 사후관리까지 연계하여 품질이 보증되는 소비자 지향적 유통사업을 전개하고자 함.",1320,KOSDAQ
088910,동우팜투테이블,"도축, 육류 가공 및 저장 처리업","양계, 종란, 부화, 사육,가공,판매에 이르는 일련의 전과정을 계열주체인 동사가 일괄적으로 지휘총괄하는 사업을 영위하고 있음. Farm to Plate System(농장에서 소비자 식탁까지)과 One day System(당일생산, 당일출하) 및 Cold Chain System(냉장유통출하)을 도입함. 브랜드 '동우 바른닭고기'를 중심으로 제품인지도 향상, 판매다각화 및 시장개척을 위해 노력하는 중임.",493,KOSDAQ
109860,동일금속,금속 주조업,"주강품 전문제조업체로 1984년 11월 동일금속 주식회사로 법인전환되었으며, 세계적 건설기계장비업계의 주강품 전문제조를 주영업으로 영위하고 있음. 건설기계용 장비의 부품전문생산업체로서 크롤러 크레인용 트랙슈 어셈블리, 텀블러, 아이들러와 초대형 굴삭기용 특수주강 트랙슈, 일반 굴삭기용 어드져스트 컴포넌트, 트랙스프링 어셈블리 등을 주생산 품목으로 하고 있음. 2024년 2월 (주)현대티엠씨 지분을 100%인수하였음.",750,KOSDAQ
032960,동일기연,전자부품 제조업,"전자제품 및 부품의 제조업, 판매업, 수출입업과 부동산 임대업, 의료기기 제조업, 판매업 등을 영위할 목적으로 1986년 설립되었음. 전자 제품 등에 사용되는 EMI Filter와 클러스터이온발생기 등 전자부품과 압전세라믹 트랜스 포머를 이용한 제전기, 초음파 센서, 치과용 의료기기 등 산업용제품과 의료기를 생산 판매하고 있음. 동사가 개발한 EMI필터는 각종 전자, 전기기기에서 발생하는 유해전자파를 제거, 감쇄하는 전자 부품임.",426,KOSDAQ
131970,두산테스나,"그외 기타 전문, 과학 및 기술 서비스업","2002년 09월 06일에 TESNA lnc. 로 반도체 제조관련 테스트 및 엔지니어링 서비스를 주요사업 목적으로 설립되었으며, 2022년 4월 27일 주식회사 두산테스나로 상호를 변경하였음. 주요 사업은 웨이퍼 테스트 및 패키징 테스트 총 2회 테스트 서비스 모두를 제공하고 있으며, 웨이퍼 테스트 매출 비중이 대부분을 차지함. 동사의 제품군은 크게 SoC, CIS, MCU, Smartcard IC로 구성되어 있음.",4116,KOSDAQ
068930,디지털대성,일반 교습 학원,"동사는 초중고 및 대입 수험생을 대상으로 온오프라인 교육 콘텐츠를 제공하는 종합교육 플랫폼 기업임. 고등 부문은 대성마이맥, 강남대성기숙학원, 이감등으로 구성되어있으며, 고등학생 및 N수생 대상으로 온오프라인 강의 및 콘텐츠를 제공함. 초중등 부문은 한우리 열린교육으로 대표되며 독서토론 콘텐츠 개발 및 서비스를 제공함. 중장기 성장 동력으로 베트남 국제학교 설립을 추진 중.",2139,KOSDAQ
214260,라파스,기타 화학제품 제조업,"동사는 경피약물전달(TDDS)기술인 용해성 마이크로니들(Microneedle) 기술을 이용한 패치의 연구개발, 제조, 판매사업을 영위하고 있음. 미용패치 등 화장품 분야에서 주된 매출이 발생하고 있으며, 의약품 및 백신패치, 의료기기 등으로 사업영역을 확대해나가고 있음. 마이크로니들 내에 백신을 탑재하여 효능개선, 적용편의성, 유통비용 절감을 목표로 한 제품을 개발하고자 DEN기술로 사업화를 시작.",1245,KOSDAQ
294140,레몬,화학섬유 제조업,"동사는 2012년 9월 소재전문기업으로 설립되었으며, 나노관련사업 및 전자부품사업을 영위하고 있음. 땀으로 인한 습기는 배출시키고, 물은 통과하지 못하게 하는 투습방수 기능과 쾌적함을 오랫동안 유지시켜주는 고통기성을 동시에 구현하는 복합기능성 나노섬유 멤브레인을 제조 및 이를 이용한 응용 제품을 생산, 판매함. 전자부품사업은 무전해 도금기술을 이용하여 전자파 차폐,흡수 및 방열기능의 극박막 복합소재를 생산함.",698,KOSDAQ
228850,레이언스,의료용 기기 제조업,"동사는 2011년 5월 2일 바텍의 DR 사업본부가 물적분할하여 설립된 회사로, 현재까지 X-ray Detector를 연구개발, 설계, 제조, 판매하는 의료용 장비 제조회사임. 동사 및 종속회사가 영위하고 있는 사업은 의료용, 덴탈용, 동물용 및 산업용 이미징 솔루션의 제조 ·판매 사업임. 디지털 X-ray 시스템에서의 핵심 부품인 Detector를 개발하고 직접 제조하고 있음.",1062,KOSDAQ
277810,레인보우로보틱스,특수 목적용 기계 제조업,"한국과학기술원 휴머노이드로봇연구센터의 연구원들이 창업한 전문 벤처기업으로 한국 최초의 인간형 이족보행 로봇인 'HUBO' 가 회사의 근간임. 제품군은 크게 인간형 이족보행 로봇 플랫폼, 협동로봇 및 천문 관측용 마운트 시스템으로 분류할 수 있음. 로봇 핵심기술을 기반으로 초정밀 지향 마운트를 개발하였으며, 취미 활동가, 전문가뿐만 아니라 최근 군사용으로 활용할 수 있는 다양한 형태의 마운트를 개발하여 시장을 꾸준히 확대하고 있음.",27257,KOSDAQ
058470,리노공업,전자부품 제조업,동사는 1978년 설립되어 현재 검사용 프로브와 반도체 검사용 소켓을 제조 및 판매하는 사업과 초음파 진단기 등에 적용되는 의료기기 부품을 제조 및 판매하는 사업을 영위하고 있음. 반도체 테스트 팩키지용 장비의 소모성 부품인 IC TEST SOCKET류와 반도체나 인쇄회로기판의 전기적 불량여부를 체크하는 소모성 부품인 리노 PIN류를 생산함. 의료기기 부품 부문에서는 다품종 및 단납기에 대응할 수 있는 생산시스템을 보유하고 있음.,23077,KOSDAQ
277070,린드먼아시아,신탁업 및 집합투자업,"동사는 투자조합 및 기관전용 사모집합투자기구(PEF)의 결성을 통해 업무집행조합원(사원)으로서 운영 및 관리를 담당하고 있으며, 자금의 투자집행을 통해 중소(벤처)기업 등의 투자를 주력으로 하고 있음. 확장단계에 있는 기업에 투자하여 해외진출 및 사업확장 목적의 투자를 통해 기업을 지원하는 역할을 하고 있음. 운영중인 투자조합 및 기관전용 사모집합투자기구(PEF)는 총 9개로 운영자산 (AUM)기준 9378억원을 기록하고 있음.",454,KOSDAQ
424980,마이크로투나노,반도체 제조업,동사는 MEMS기술 전문 회사로 2023년 4월 코스닥 시장에 신규상장함. 주된 사업 아이템은 반도체용 프로브카드로 반도체의 제조 공정 중 테스트 공정에 사용되는 기술집약적 장치로 전기 신호를 이용해 반도체 칩의 결함 여부를 판단하는 검사를 수행함. 동사의 제품은 고객사의 제조 공정에서 불량칩이 후속 공정에 투입 되는 것을 방지하여 수율을 높이는 데 활용되고 있음.,395,KOSDAQ
